,Unnamed: 0,date,location,text
9376,2225,05-07-2020 06:59,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9377,2226,05-07-2020 06:58,"Bengaluru, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9378,2227,05-07-2020 06:58,"New Delhi, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9379,2228,05-07-2020 06:57,India,"The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate, to have it make s… https://t.co/lfQBRvKs8e"
9380,2229,05-07-2020 06:57,"New Delhi, India",RT @ioclpunjab: #Cleanliness is the main key for fighting #COVID pandemic . Let us all pledge today itself to follow all safety protocols a…
9381,2230,05-07-2020 06:57,"Kozhikode, India",RT @Bunnyarmycalicu: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9382,2231,05-07-2020 06:57,"New Delhi, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9383,2232,05-07-2020 06:56,"Punjab, India","RT @ndtv: Home Minister Amit Shah and Defence Minister Rajnath Singh visit the 10,000-bed Sardar Patel #COVID Care Centre in Chhatarpur, De…"
9384,2233,05-07-2020 06:56,"Calicut, Kerala, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9385,2234,05-07-2020 06:56,"Kerala, India",RT @Bunnyarmycalicu: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9386,2235,05-07-2020 06:56,"Bengaluru, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9387,2236,05-07-2020 06:55,"Hisar, India",RT @SampatS1: Wishing our Hisar MP @BrijendraSpeaks a speedy recovery and good health. Am sure he will come out stronger from the battle ag…
9388,2237,05-07-2020 06:55,"Kozhikode, India",AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19… https://t.co/nhlvoCXUcG
9389,2238,05-07-2020 06:54,"Khandwa, Madhya Pradesh, India","Diagnosis &amp; treatment of #Malaria is a Non-#COVID essential service, available free of cost at all Non-#COVID Gover… https://t.co/H3TebeEvyO"
9390,2239,05-07-2020 06:54,"New Delhi, India",@IndianExpress India has overtaken RUSSIA as 3rd. most number of Positive Cases of #COVID !
9391,2240,05-07-2020 06:54,"Hisar, India",RT @SampatS1: Wishing our Hisar MP @BrijendraSpeaks a speedy recovery and good health. Am sure he will come out stronger from the battle ag…
9392,2241,05-07-2020 06:54,"Kozhikode, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9393,2242,05-07-2020 06:54,"Noida, India",Today's Jobs Update Apply Now #itjobs #hoteljobs #JobSearch #covid https://t.co/S7rA6t8gIr
9394,2243,05-07-2020 06:53,"Chennai, India","RT @omjasvinMD: Chennai Corporation to put vehicles including 108 ambulances, one for each ward, in the hotspot zones to ferry patients to…"
9395,2244,05-07-2020 06:53,"Kerala, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9396,2245,05-07-2020 06:53,"Jaipur, India","#Delhi LG Anil Baijal visits #COVID Care Centre at Radha Soami Satsang Beas at Chhatarpur in national capital, revi… https://t.co/qcKUPZpJLd"
9397,2246,05-07-2020 06:53,India,"In a bid to check overcharging by private hospitals, the Thane Municipal Corporation has ordered an audit of charge… https://t.co/C8dE7mVqWw"
9398,2247,05-07-2020 06:52,"Bengaluru, India","RT @DeccanHerald: ""The #Covid-19 wards in Victoria Hospital are high-strung and engulfed in a flurry of activity. The hospital has changed…"
9399,2248,05-07-2020 06:52,"Kerala, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9400,2249,05-07-2020 06:52,"New Delhi, India","Delhi LG Anil Baijal visits #COVID Care Centre at Radha Soami Satsang Beas at Chhatarpur in national capital, revie… https://t.co/4pKIVNUwSO"
9401,2250,05-07-2020 06:52,"West Bengal, India","RT @Aabhas24: 1/n #SadarPranam @kavita_krishnan to Ishvara within u &amp; to other China Employees. @SrBachchan is absolutely correct &amp; not a ""…"
9402,2251,05-07-2020 06:52,"Panaji, Goa, India","RT @RahulMhambre: Who are real  Cowards in #COVID times? 
Look no further they just agreed to work for 1 day in assembly. 
While rest of us…"
9403,2252,05-07-2020 06:52,India,"Delhi LG Anil Baijal visits #COVID Care Centre at Radha Soami Satsang Beas at Chhatarpur in national capital, revie… https://t.co/LduyGuIy6P"
9404,2253,05-07-2020 06:51,India,RT @rananth: @chennaicorp There has been a #COVID positive case in the Vaigai block of the Sterling Road Railway Officers Colony since Frid…
9405,2254,05-07-2020 06:50,"New Delhi, India","I don't understand one thing....
#LG Delhi is coming today to see the radha soami satsang beas #COVID quarantine ce… https://t.co/ypOJXVNrIv"
9406,2255,05-07-2020 06:50,"Surat, India",RT @desai_birva: @PrakashJavdekar Sir beg of u to pls remove covid callertune URGENTLY. The msg is out &amp; clear now. We doctors have to make…
9407,2256,05-07-2020 06:50,"Mumbai, India","Banning Chinese products on news debates is easy. Doing it in real life is a challenge.

#startups #india… https://t.co/OjoJBdJvcW"
9408,2257,05-07-2020 06:50,"Kozhikode, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9409,2258,05-07-2020 06:50,"Dewalgaon Lanji, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9410,2259,05-07-2020 06:49,"Noida, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9411,2260,05-07-2020 06:49,"Bengaluru, India",@YatraOfficial  are expert frauds. They kept pointing to airline for refund delay. I took lot of efforts to get a c… https://t.co/2cM61VMf7p
9412,2261,05-07-2020 06:48,"Anantapur, India","RT @SP_Kurnool: Congrats team #Kurnool for achieving milestone of conducting 1 LAKH #COVID tests under able leadership of @veerapandiang
5…"
9413,2262,05-07-2020 06:48,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9414,2263,05-07-2020 06:47,"Chennai, India","Chennai Corporation to put vehicles including 108 ambulances, one for each ward, in the hotspot zones to ferry pati… https://t.co/ox8iJLwuot"
9415,2264,05-07-2020 06:47,India,"@Teddy08201 @bijit007das @wangyidao1 @HuXijin_GT We saw people crying for bread in #China ,Saw job less too&amp; your… https://t.co/XGN3XKdshO"
9416,2265,05-07-2020 06:47,"Bangalore, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9417,2266,05-07-2020 06:46,India,"RT @timesofindia: How #Covid is playing havoc with kids' minds 

In another time, children would have returned to school starting July. But…"
9418,2267,05-07-2020 06:45,"Anantapur, India","RT @prk2020: My father was NOT a #COVID patient. He suffered due to emergency medical negligence. 
#TelanganaCovidTruth #TelanganaCovidFail…"
9419,2268,05-07-2020 06:44,"Mayiladuthurai,@TN - India.","RT @Shankaracarya36: Ayurveda is the CoronaKiller;
Dr. Giri is the beaming winner!

Ayurveda won! We won!

#COVID-19
#Ayurvedic #Medicine
@…"
9420,2269,05-07-2020 06:43,India,"#WeeklyStatus of Covid-19 cases in #India (29 June- 5 July): 
Total Cases -     1,44,306      
Active Cases -     4… https://t.co/ah5ekML27W"
9421,2270,05-07-2020 06:43,"Chennai, India","RT @Vijayabaskarofl: Health Secretary, Director of Medical Education, @TNDME1, Dean,RMO, officials from @gmcomandurar met me in my office y…"
9422,2271,05-07-2020 06:43,"Markacho, Kodarma, India","https://t.co/D7jcbqBhi3 

@PraveenGedam writes about changes expected in the #healthcare Services post-CV19 era.

P… https://t.co/ZmVKS3pWMX"
9423,2272,05-07-2020 06:42,India,"Home Minister Amit Shah and Defence Minister Rajnath Singh visit the 10,000-bed Sardar Patel #COVID Care Centre in… https://t.co/AxOAVBLiy6"
9424,2273,05-07-2020 06:42,India,RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9425,2274,05-07-2020 06:42,"Hyderabad, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9426,2275,05-07-2020 06:42,"Hyderabad, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9427,2276,05-07-2020 06:41,"Hyderabad, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9428,2277,05-07-2020 06:41,"Hyderabad, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9429,2278,05-07-2020 06:41,India,RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9430,2279,05-07-2020 06:40,"Kerala, India",RT @BunnyBoysMukkam: AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19 pan…
9431,2280,05-07-2020 06:40,"New Delhi, India","RT @makemebuilder: Planning to amaze your guest after unlock 
@makemebuilder offers you beautiful interior design choice at an unbelievable…"
9432,2281,05-07-2020 06:39,"Kozhikode, India",AFWA Mukkam Area committee donated smartphones to needy people where online classes are going on in this #Covid 19… https://t.co/jETKYy3bUU
9433,2282,05-07-2020 06:39,"Bengaluru, India",RT @keypadguerilla: If you have #Covid symptoms and not getting beds at hospitals. Or need to know which hospital to go to *Call 1912* dedi…
9434,2283,05-07-2020 06:39,"Chennai, India","Hospitals with vacant beds as of Noon Today at #Coimbatore #Salem 
Please do #retweet might be helpful to someone… https://t.co/XbchkunbmO"
9435,2284,05-07-2020 06:39,"Bengaluru, India",Last item in #CoomiKapoor’s @IndianExpress column speaks of @BSYBJP ‘masterful’ handling of #COVID when numbers are… https://t.co/NVdMzJ2R8K
9436,2285,05-07-2020 06:39,"Kurnool, India","RT @SP_Kurnool: Congrats team #Kurnool for achieving milestone of conducting 1 LAKH #COVID tests under able leadership of @veerapandiang
5…"
9437,2286,05-07-2020 06:38,"Assam, India",RT @AbhinabhBora: #AnuragTyagiClasses @atc_iitjee_neet Moderation policy for all streams irrespective of difficulty levels due to cancellat…
9438,2287,05-07-2020 06:37,"Chennai, India","Hospitals with vacant beds as of Noon Today at #Chennai #Chengalpattu #Vellore #Madurai
Please do share might be he… https://t.co/9465U2m03c"
9439,2288,05-07-2020 06:37,"Hyderabad, India, Uppal , SNC","Andhra Pradesh completed 
10 Lakhs of 
#covid Test 🙏🙏🙏🙏🙏
People's leader 
#YSJaganMarkGovernance… https://t.co/qbOc7mNu2v"
9440,2289,05-07-2020 06:37,"Gurgaon, India","RT @SkillReporter: Exclusive #interview ! 
CEO Mr. Sunil Marwah shared how @FFicsi is tackling the #COVID and recent courses launched by th…"
9441,2290,05-07-2020 06:37,"Assam, India",#AnuragTyagiClasses @atc_iitjee_neet Moderation policy for all streams irrespective of difficulty levels due to can… https://t.co/ih8rPFiHxI
9442,2291,05-07-2020 06:36,"Guwahati, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9443,2292,05-07-2020 06:36,India ,RT @rajivkjayaswal: Thank you @cyberabadpolice @cpcybd @scsc_cyberabad for your incessant work to protect the crucial IT corridor and all t…
9444,2293,05-07-2020 06:36,"Cochin, India","Take care of yourself in monsoon season especially during this COVID time.
#RGS #RegentGlobalServices #monsooncare… https://t.co/QviR6JqMkp"
9445,2294,05-07-2020 06:36,"New Delhi, India","We are self-reliant. No, we are not. We don’t need #Chinese investment. No, we need #FDI. We have won the war again… https://t.co/5UBH9jshcq"
9446,2295,05-07-2020 06:35,"Mumbai, India","RT @JagoBharathJago: Why #poaching and illegal trade could lead to the next #pandemic - Times of #India - https://t.co/ECNY14fdCv
#COVID #c…"
9447,2296,05-07-2020 06:34,"Kohima, India","•#COVID-19 While in quarantine it’s important to set a routine &amp; be engaged in healthy activities, exercise regular… https://t.co/TuonsVkgnd"
9448,2297,05-07-2020 06:33,"pune,India","RT @timesofindia: How #Covid is playing havoc with kids' minds 

In another time, children would have returned to school starting July. But…"
9449,2298,05-07-2020 06:32,"Haryana, India",RT @SampatS1: Wishing our Hisar MP @BrijendraSpeaks a speedy recovery and good health. Am sure he will come out stronger from the battle ag…
9450,2299,05-07-2020 06:31,"120, udyog bhavan, sonawal road , goregaon East, Mumbai 400063, India","Having observed the evolution of #COVID-19 closely in patients, Dr. Dhaval Bhatt explains the #etiology and… https://t.co/nQ16yJ6dsD"
9451,2300,05-07-2020 06:30,"Gurgaon, India",RT @PrabhuChawla: #COVID-19: Euthanise beast of exaggeration- The New Indian Express. Expose those promoting Nemesis of Numbers. Bharat is…
9452,2301,05-07-2020 06:30,"Mumbai, India","Having observed the evolution of #COVID-19 closely in patients, Dr. Dhaval Bhatt explains the etiology and… https://t.co/8g1SGTxzXr"
9453,2302,05-07-2020 06:30,India,RT @PrabhuChawla: #COVID-19: Euthanise beast of exaggeration- The New Indian Express. Expose those promoting Nemesis of Numbers. Bharat is…
9454,2303,05-07-2020 06:30,"Bhopal, India","RT @ShefVaidya: Exactly what Maharashtra needs right now, as the #Covid outbreak is spreading! Not hospital beds, not ventilators, not sala…"
9455,2304,05-07-2020 06:30,India,"RT @dotnagpur: The top 3 C's trending globally since February'20 till date...
#COVID 
#CONTAINMENT
#CHINA"
9456,2305,05-07-2020 06:30,India,"4 Assam Rifles personnel, 10 NDRF staffers among 22 new COVID-19 cases in Mizoram #AssamRiflespersonnel… https://t.co/vDulX9M2TU"
9457,2306,05-07-2020 06:29,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9458,2307,05-07-2020 06:29,"Karaikal, India","RT @imravee: #Corona
#COVID
#ChennaiLockDown 

Lockdown is getting relaxed from tomorrow
 
We have to be careful by wearing masks and maint…"
9459,2308,05-07-2020 06:28,India,TMC orders audit of COVID-19 treatment charges of hospitals #TMC #COVID-19treatment https://t.co/6NaeLfk5DQ
9460,2309,05-07-2020 06:28,Bangalore India,RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9461,2310,05-07-2020 06:28,"Mumbai, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9462,2311,05-07-2020 06:28,"New Delhi, India","RT @journo_priyanka: Read my story for @ANI 
#WHO lauds #India's effort in #COVID-19 fight, urges to focus on data management https://t.co/…"
9463,2312,05-07-2020 06:26,India,"RT @SP_Kurnool: Congrats team #Kurnool for achieving milestone of conducting 1 LAKH #COVID tests under able leadership of @veerapandiang
5…"
9464,2313,05-07-2020 06:26,"Chennai, India","RT @itz_me_mad: Social Distance For #COVID-19 #CoronaVirus
#VersatileStarAjithBdayIn300D
#Valimai https://t.co/147pU2RJ5u"
9465,2314,05-07-2020 06:26,India,"Florida, Texas report record surges in COVID-19 cases #Florida #Texas #COVID-19cases https://t.co/DqpxT1s83I"
9466,2315,05-07-2020 06:26,"Bengaluru, India",RT @PrabhuChawla: #COVID-19: Euthanise beast of exaggeration- The New Indian Express. Expose those promoting Nemesis of Numbers. Bharat is…
9467,2316,05-07-2020 06:26,"Kurnool, India",Congrats team #Kurnool for achieving milestone of conducting 1 LAKH #COVID tests under able leadership of… https://t.co/v1cNuVygMx
9468,2317,05-07-2020 06:25,Indian Administered J & K,"First rule of 2021⤵️
Never talk about 2020 !
That's all...

#SARSCoV2 #corona #COVID
#robertdowneyjr #IronmanWarrior https://t.co/olbs881yAz"
9469,2318,05-07-2020 06:25,"New Delhi, India / Ladakh","RT @KhadimSapu786: The question still remains, whether the Prime Minister visited an Army #Covid Quarantine Center, or those injured in #Ga…"
9470,2319,05-07-2020 06:25,"Magadi, India","@deepolice12 Sir according to you, if people take rest on Sunday, can we stop widespread of corona virus !?
#COVID… https://t.co/y6NrWK3u6C"
9471,2320,05-07-2020 06:24,"Ludhiana, India","@Ludhiana_Police @DGPPunjabPolice 

Sirs, please donot let ur force use these valved masks. They are not supposed t… https://t.co/23LfQaIZlb"
9472,2321,05-07-2020 06:24,"Sivakasi, India","RT @itz_me_mad: Social Distance For #COVID-19 #CoronaVirus
#VersatileStarAjithBdayIn300D
#Valimai https://t.co/147pU2RJ5u"
9473,2322,05-07-2020 06:23,"Bengaluru, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9474,2323,05-07-2020 06:23,"New Delhi, India","We can help you😋
Download Flingkin https://t.co/BYnQ1YQREc #sundayvibes #sunday #coronavirus #COVID #SundayThoughts… https://t.co/HCS5De7xnF"
9475,2324,05-07-2020 06:23,India,"India sees 24,850 new #COVID19 cases, tally reaches 6.73 lakh 
#coronavirus #COVID #coronavirusIndia 
https://t.co/M5DbH57QUs"
9476,2325,05-07-2020 06:22,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9477,2326,05-07-2020 06:22,India,RT @PrabhuChawla: #COVID-19: Euthanise beast of exaggeration- The New Indian Express. Expose those promoting Nemesis of Numbers. Bharat is…
9478,2327,05-07-2020 06:22,India,"Fast-tracking #covid #vaccine in India - what does it entail?   
Join us as we discuss w/ @amarjesani &amp; Shahid Jame… https://t.co/zfu0qbEuHH"
9479,2328,05-07-2020 06:21,"New Delhi, India","RT @gauravcsawant: The General Hospital in #Leh is also a designated #Covid hospital. Patients, beds have been spaced out &amp; additional area…"
9480,2329,05-07-2020 06:21,"Meerut, India","https://t.co/nmMRdt9jrZ
Read about coronavirus
#coronavirus 
#5thJuly 
#COVID https://t.co/9rwOCA2XLX"
9481,2330,05-07-2020 06:20,India,RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9482,2331,05-07-2020 06:20,"Gurgaon,  India","RT @pythoroshan: Remain vigilant, dear doctors.

Just because the world has other issues to fight over again does not mean #covid19 has lef…"
9483,2332,05-07-2020 06:20,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9484,2333,05-07-2020 06:20,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9485,2334,05-07-2020 06:20,"Chennai, India","RT @imravee: #Corona
#COVID
#ChennaiLockDown 

Lockdown is getting relaxed from tomorrow
 
We have to be careful by wearing masks and maint…"
9486,2335,05-07-2020 06:19,"Mumbai, India","RT @Mumbaikar_Sid: Coorg the mini Scotland in India
#Orkut #pvsindhu #KanyeWest #sundayvibes #MumbaiRains #rains #coronavirus #HappyGuruPur…"
9487,2336,05-07-2020 06:19,"Kolkata, India","This is a hopeful news as India officially crossed the 6 Lakh mark of #COVID cases, with a jump of 20,000 cases in… https://t.co/DpYW1901hv"
9488,2337,05-07-2020 06:19,"Chennai, India","Carried away by social media posts that these drugs would improve #immunity against #coronavirus infection,… https://t.co/zChov0HTiQ"
9489,2338,05-07-2020 06:19,"Chennai, India",RT @sumanthraman: Madurai reporting less than 300 cases a day on average will have a one week lockdown from Monday. Chennai reporting 2000…
9490,2339,05-07-2020 06:18,"Pune, India","RT @dna: #Delhi L-G inaugurates world' 'largest' #COVID care centre with 10,000 beds in Chhatarpur https://t.co/wDF6twMZDE 
#coronavirus #C…"
9491,2340,05-07-2020 06:18,"Gurgaon, India","Planning to amaze your guest after unlock 
@makemebuilder offers you beautiful interior design choice at an unbelie… https://t.co/54ukwNABaZ"
9492,2341,05-07-2020 06:18,"Mumbai, India","RT @Mumbaikar_Sid: Coorg the mini Scotland in India
#Orkut #pvsindhu #KanyeWest #sundayvibes #MumbaiRains #rains #coronavirus #HappyGuruPur…"
9493,2342,05-07-2020 06:18,India,"#Delhi L-G inaugurates world' 'largest' #COVID care centre with 10,000 beds in Chhatarpur https://t.co/wDF6twMZDE 
#coronavirus #COVID19"
9494,2343,05-07-2020 06:17,"Kashmir To kanyakumari,India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9495,2344,05-07-2020 06:17,"Mumbai, India","RT @Mumbaikar_Sid: Coorg the mini Scotland in India
#Orkut #pvsindhu #KanyeWest #sundayvibes #MumbaiRains #rains #coronavirus #HappyGuruPur…"
9496,2345,05-07-2020 06:17,India,RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9497,2346,05-07-2020 06:16,"New Delhi, India","It happens....😆😆
Download now 
https://t.co/uWTVK9VLL0
#sundayvibes #5thJuly #COVID #coronavirus #flingkin https://t.co/D8NQYuElXV"
9498,2347,05-07-2020 06:16,India,"Remain vigilant, dear doctors.

Just because the world has other issues to fight over again does not mean #covid19… https://t.co/6731b7WiFa"
9499,2348,05-07-2020 06:16,"Mumbai, India","Coorg the mini Scotland in India
#Orkut #pvsindhu #KanyeWest #sundayvibes #MumbaiRains #rains #coronavirus… https://t.co/hdGCUJfloR"
9500,2349,05-07-2020 06:15,"Thane, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9501,2350,05-07-2020 06:15,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9502,2351,05-07-2020 06:15,"Solapur, Maharashtra, India.","RT @IndiaToday: Take a look at how India ranks in terms of #Covid tests per million population.
#Coronavirus LIVE updates: https://t.co/55o…"
9503,2352,05-07-2020 06:15,India,"How #COVID-19 affects women – Concern 7. For female migrants, restrictions during this time implies loss of income… https://t.co/raMtPOR6Kd"
9504,2353,05-07-2020 06:14,"Mumbai, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9505,2354,05-07-2020 06:14,"New Delhi, India","Hello everyone!
Here AHDC is organising a campaign to provide nutritional kits to the Pregnant women,lactating moth… https://t.co/7lmiem9tfd"
9506,2355,05-07-2020 06:13,India,"RT @TOIDelhi: LG Anil Baijal visits 10,000 bedded Sardar Patel #COVID Care Centre and Hospital at Radha Soami Beas in Delhi's Chattarpur

#…"
9507,2356,05-07-2020 06:13,"Chandigarh, India",#Cleanliness is the main key for fighting #COVID pandemic . Let us all pledge today itself to follow all safety pro… https://t.co/WTDOvpBUVf
9508,2357,05-07-2020 06:13,"Bengaluru, India","RT @ParmeshPrajwal: The test results of +ve #covid patients should be conveyed in utmost privacy, the way the infected are picked up from t…"
9509,2358,05-07-2020 06:12,"Himachal Pradesh, India","RT @Unblog5: States of india and their capitals
https://t.co/6fRXlWwcMS
#India #Maharashtra #Gujarat #Telangana #MadhyaPradesh #uttarakanna…"
9510,2359,05-07-2020 06:11,"Mumbai, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9511,2360,05-07-2020 06:09,"Bengaluru, India","RT @Vijayabaskarofl: Health Secretary, Director of Medical Education, @TNDME1, Dean,RMO, officials from @gmcomandurar met me in my office y…"
9512,2361,05-07-2020 06:09,"Chennai, India","RT @itisprashanth: If US said that they will be getting a vaccine ready in a month , our elite class would have gone gaga over it and appre…"
9513,2362,05-07-2020 06:08,"Agra, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9514,2363,05-07-2020 06:08,India,RT @PrabhuChawla: #COVID-19: Euthanise beast of exaggeration- The New Indian Express. Expose those promoting Nemesis of Numbers. Bharat is…
9515,2364,05-07-2020 06:06,"Mandi, Himachal Pradesh, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9516,2365,05-07-2020 06:05,"Bengaluru, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9517,2366,05-07-2020 06:05,"Tamil Nadu, India","RT @imravee: #Corona
#COVID
#ChennaiLockDown 

Lockdown is getting relaxed from tomorrow
 
We have to be careful by wearing masks and maint…"
9518,2367,05-07-2020 06:05,India ,"@Siba_TNIE It's the far sightedness that having 3months time to prepare a parallel Health system, they are using pr… https://t.co/UVGnNjh0r2"
9519,2368,05-07-2020 06:04,India,"absolutely, and see what kind of data-based research we received on #COVID from highly reputed people &amp; organizatio… https://t.co/LadmbnPys3"
9520,2369,05-07-2020 06:04,"Navi Mumbai, India","Kids Born in 2020 can legit say that
""My Parents are my best friend""😂

#COVID #2020SoFar #sundayvibes"
9521,2370,05-07-2020 06:03,"Tamil Nadu, India","RT @imravee: #Corona
#COVID
#ChennaiLockDown 

Lockdown is getting relaxed from tomorrow
 
We have to be careful by wearing masks and maint…"
9522,2371,05-07-2020 06:03,"Bengaluru, India","Although, living with the virus is the new normal with all standard precautions... But, with surging #COVID cases a… https://t.co/NhPWUQpddj"
9523,2372,05-07-2020 06:03,"Chennai, India","RT @Vijayabaskarofl: Health Secretary, Director of Medical Education, @TNDME1, Dean,RMO, officials from @gmcomandurar met me in my office y…"
9524,2373,05-07-2020 06:02,"Chennai, India","#Corona
#COVID
#ChennaiLockDown 

Lockdown is getting relaxed from tomorrow
 
We have to be careful by wearing mask… https://t.co/M2yr92xmiY"
9525,2374,05-07-2020 06:02,"Pudukkottai, India","RT @Vijayabaskarofl: Health Secretary, Director of Medical Education, @TNDME1, Dean,RMO, officials from @gmcomandurar met me in my office y…"
9526,2375,05-07-2020 06:02,"Raipur, India",RT @BPCLRetail: We salute the Doctors and Health workers for their selfless service and thank them for the hope they give to the society at…
9527,2376,05-07-2020 06:01,"Mau, India",RT @HealthyFellow: Suggestions for Combatting #COVID-19 by #Natural Means in the Absence of Standard #Medical Regimens Attn: ⁦@_atanas_⁩ ⁦@…
9528,2377,05-07-2020 06:01,"Bengaluru South, India","RT @divyacjourno: My story today- Death reconciliation committee submits report to #TNGovt. 
Sources in health dept &amp; DPH say that report f…"
9529,2378,05-07-2020 06:01,"Bengaluru, Karnataka, India","Someone : What are you most afraid of in times of #COVID?
Me : In times of #COVID19 it's not the virus which I'm af… https://t.co/v47nuQ6DSz"
9530,2379,05-07-2020 06:01,"Hyderabad, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9531,2380,05-07-2020 06:00,"Bengaluru, India","RT @ArshadRizwan: As I had come in contact with a BBMP Engineer who had tested positive for #Covid, I had isolated myself from past 4 days.…"
9532,2381,05-07-2020 06:00,"Kolkata, India",RT @JoshiPralhad: Took part in Prime Minister @narendramodi ji interaction with  @BJP4India Karyakartas about their selfless service to Nat…
9533,2382,05-07-2020 06:00,"Noida, India",ETHealthworld | Manufacturer to replace 81 ‘unsuitable’ ventilators #Covid-19Facility #JJHospital #COVID-19Patients… https://t.co/qc5xvwVV5h
9534,2383,05-07-2020 06:00,"Cochin, India",RT @xpresskerala: Chefs in cruise ships in the US and Canada now run wayside eatery in Alappuzha #Covid #lockdown. Report by @bijuepaul_TNI…
9535,2384,05-07-2020 06:00,"Bengaluru, India",Space startups in India showcase resiliency amidst the #COVID disruption. @the_hindu covers stories of some compani… https://t.co/j7mYGIENGE
9536,2385,05-07-2020 05:59,"Agra, India","RT @dna: China bids Pak Foreign Minister speedy recovery as he moves to #Rawalpindi for COVID-19 treatment
.
.
.
#COVID #Covid_19 #COVID19…"
